gauge_id,KGE_similarity3,KGE_similarity5,KGE_similarity7,KGE_similarity10,KGE_similarity15,KGE_similarity20,KGE_similarity25,KGE_similarity30,KGE_similarity40,KGE_similarity50,KGE_similarity75,KGE_similarity100,KGE_similarity150,KGE_similarity200,KGE_similarity250,KGE_similarity300,KGE_similarity350,KGE_similarity400,KGE_similarity450,KGE_similarity500,KGE_similarity550,KGE_similarity600,gauge_lon,gauge_lat,max_KGE
camels_06289000,0.42394634,0.45004399,0.41836265,0.14530149,0.05339494,0.8541487,0.7110197,0.63542508,0.64698992,0.6480836,0.57382624,0.32422364,0.18957238,0.43759962,-0.08646484,0.5902755,0.44616394,0.51665508,0.48312867,0.48675701,0.21670823,0.47555793,-107.61509,45.00691,45.00691
camels_06291500,0.12227253,0.44772253,0.32080076,-0.70927009,-0.57423254,-0.33576738,-0.53465413,-2.03447935,0.23212268,0.09937467,-0.65091496,0.09220418,0.54133059,0.42322351,0.47422933,0.3876278,0.32081713,0.18424381,0.30296385,0.32445197,0.04695319,0.0419388,-107.60054,45.12644,45.12644
camels_06311000,-0.16013788,0.56972407,0.34332909,0.26984995,0.38752845,0.68539681,0.56533521,0.15631463,0.0987102,0.2489529,0.30165314,0.4680477,0.30143925,0.69510621,0.56327492,0.62651984,0.56948877,0.47740586,0.70114193,0.62922316,0.47654871,0.47618572,-107.08089,44.02774,44.02774
camels_06332515,-0.70533527,-2.30749683,-1.07742189,-0.63694015,0.31450156,0.30863787,0.23469624,0.28269152,0.23301864,0.17994714,0.20311725,0.22428522,0.25808067,0.16179766,0.25240348,0.22182125,0.23052011,0.20771914,0.22211423,0.30695759,0.26790304,0.28357536,-102.76853,47.78724,47.78724
camels_06339100,0.15535232,0.18144803,0.22370757,0.08107119,0.05049864,0.14843073,0.27078576,0.25036633,0.22305819,0.16897063,0.09585267,0.15994876,0.21527857,0.23048258,0.26859184,0.21849635,0.19359477,0.15605771,0.2495367,0.21885671,0.18231444,0.31918071,-102.76991,47.23613,47.23613
camels_06339500,-0.12820681,0.42266936,0.44743031,0.36472538,0.3313594,0.49117397,0.54343443,0.56064844,0.54115037,0.57112433,0.52808469,0.53955589,0.59535879,0.56896655,0.55972591,0.56667167,0.56163299,0.5641258,0.61064599,0.60969747,0.6483906,0.64540587,-102.05989,47.15445,47.15445
camels_06344600,-0.28987857,-0.16743619,-4.04801256,-1.81395965,-4.09041825,-4.76643477,-2.05242808,-1.93625518,-1.37885581,-1.2764948,-2.71754841,-1.87796278,-0.94340407,-0.82490224,-1.48430941,-2.52553097,-3.09651316,-3.6779944,-5.12887085,-2.00290362,-2.26714534,-2.43762427,-103.05324,47.02779,47.02779
camels_06350000,-0.08242386,0.24737191,0.21076586,0.41818243,0.43149899,0.39348217,0.40033313,0.3609151,0.3114713,0.30537082,0.34839475,0.31946649,0.29885655,0.25055743,0.17714289,0.19403118,0.03359518,0.12042786,0.10656517,0.15409728,0.19852878,0.20617924,-102.55183,46.42667,46.42667
camels_06352000,0.48956299,0.33780135,0.44543471,0.4194155,0.44971688,0.42805626,0.31422477,0.39952656,0.43609044,0.32004004,0.37026155,0.28200248,0.40150727,0.40112945,0.47025451,0.44582997,0.48194563,0.49043232,0.49851271,0.43091999,0.45326634,0.45864567,-102.47405,46.15417,46.15417
camels_06353000,0.38912726,0.10068197,0.2066328,-0.34238763,0.2275783,0.15172896,0.18961811,0.42637087,0.34342726,0.37533936,0.32020149,0.4236769,0.59962514,0.57046566,0.60679928,0.56950357,0.50957364,0.57583571,0.56094488,0.58490384,0.57198312,0.59858486,-101.33374,46.09167,46.09167
camels_06354000,0.31671663,0.45034703,0.48065279,0.61200606,0.70604736,0.69858097,0.65916891,0.610142,0.65584349,0.65697006,0.6369545,0.68037612,0.65449975,0.65569679,0.63094372,0.6451568,0.6196302,0.65228965,0.35015682,0.63470458,0.66321814,0.62854124,-100.93444,46.37611,46.37611
camels_06360500,0.18131057,0.35821816,0.29250034,0.15265497,0.09212471,0.23645376,0.24090072,0.15609069,0.12749235,0.27566854,0.2486852,0.22247235,0.08491165,0.28920152,0.25449724,0.29499028,0.33695198,0.248193,0.37216319,0.28796034,0.28965335,0.274424,-100.84292,45.25582,45.25582
camels_06404000,0.43207905,0.48815948,0.43882198,-0.21673133,0.36229439,0.4324414,0.44873167,0.47435745,0.42332879,0.3187441,0.36575966,0.31755993,-0.70968184,-0.85149456,-0.80554996,-0.58836352,-0.50442832,-1.31720414,-1.28231193,-1.50030521,-0.88961778,-2.71433925,-103.33658,43.87249,43.87249
camels_06406000,0.58632774,0.64575104,0.39035716,0.27420128,0.41308532,0.36599968,0.28870415,0.21885556,0.07441578,-0.50894967,-2.40383103,-1.43474765,0.16794057,-0.05841841,-0.26907686,0.2390323,-0.48588546,-0.54738999,-0.38082501,-1.36166877,-1.51080137,-0.50391388,-103.19602,43.82805,43.82805
camels_06408700,-0.02859026,-4.22523998,-4.65957097,-4.0264895,-1.04164294,0.01731371,-1.08703132,-1.69471037,-0.14327986,-0.59799208,-0.24588193,-0.5813349,-0.60182378,-0.93107779,-1.01671837,-0.55479574,-1.80790501,-0.49464187,-1.16291266,-1.34522206,-1.54300106,-1.51931701,-103.85854,44.13665,44.13665
camels_06409000,-2.03920316,-4.40245914,-5.33379847,-2.60961374,-7.54466573,-1.71003848,-3.63680411,-2.22082331,-1.38040605,-1.31119006,-1.70325705,-1.82152706,-2.0209271,-2.04014052,-2.24613946,-2.16228021,-2.82737067,-2.52368966,-2.33999276,-2.86002284,-3.00416606,-2.62105247,-103.83048,44.01359,44.01359
camels_06431500,-0.05852672,0.17469525,0.20338498,-0.70303937,-0.25392662,0.05668071,-1.19359319,0.15594304,0.08928768,0.03888781,0.29405178,0.19947337,0.05678189,-0.21176753,-0.52112493,-0.7766501,-0.29020258,-0.52048246,-0.54859039,-0.84685255,-0.86255872,-1.35113328,-103.86159,44.48248,44.48248
camels_06440200,-1.20637029,-0.92478043,-0.54810775,-0.73426656,-0.91941128,-0.9338644,-1.25015713,-1.88105314,-1.16038886,-1.11555017,-0.90162932,-0.77995145,-2.39068539,-0.92363547,-1.12886777,-1.19203069,-1.17437299,-5.48586614,-1.86858341,-1.62931846,-1.68967268,-5.69048568,-101.76709,43.96888,43.96888
camels_06441500,-6.09460782,-6.38355007,-6.36765217,-6.32706346,-3.16380727,-7.20664266,-4.1572227,-4.78016944,-6.34769589,-3.28970437,-3.33580324,-4.41538018,-4.05518176,-3.63853126,-4.11752816,-3.67533885,-3.59749322,-3.4551339,-3.92598113,-3.22045375,-3.88135619,-3.73144136,-100.3843,44.32665,44.32665
camels_06447000,0.17072237,0.05310927,0.43291518,0.41200961,0.57539743,0.59688981,0.29816483,0.1553806,0.2665351,0.09292204,0.12199216,0.01642411,0.2913238,0.20162967,0.5012958,0.31357716,0.14506032,0.33812269,0.43875013,0.53425594,0.51132671,0.44823526,-101.52487,43.7525,43.7525
camels_06447500,-0.20155665,0.04780963,0.07587014,0.19001448,0.16389036,0.11704925,0.31626888,0.36723409,0.23332434,0.37433792,0.38763408,0.39233606,0.39181484,0.25370224,0.37033355,0.36081767,0.3392415,0.26497,0.34820289,0.32786733,0.29796691,0.42186148,-101.63015,43.16667,43.16667
camels_06450500,0.15476765,0.30652935,0.41017557,0.23458074,0.2465549,0.29058817,0.39751243,0.32808866,0.55356326,0.45060038,0.36255137,0.40256668,0.42343946,0.35967552,0.34436084,0.35343234,0.36023766,0.35483663,0.39776928,0.38679807,0.39639742,0.38207603,-100.74986,43.60139,43.60139
camels_06452000,0.39730826,0.63321842,0.26745797,0.19950077,0.18239764,0.23952216,0.31645504,0.02213874,0.404264,0.40155451,0.36364009,0.42142937,0.30267785,0.28090023,0.29922396,0.3208998,0.36301161,0.3023473,0.41799751,0.43007232,0.49435549,0.378976,-99.55649,43.74833,43.74833
camels_06453600,-5.20263814,-4.99436615,-5.33992486,-3.02150475,-3.61330226,-4.50030636,-7.22124571,-9.4862285,-4.20678626,-5.35229282,-3.89482695,-3.19179456,-2.7162474,-2.61063471,-2.46478752,-2.54700478,-2.75380559,-2.60205409,-2.35983862,-2.4030875,-2.03269624,-2.43931234,-98.17586,42.81099,42.81099
camels_06464500,0.58332752,0.26394326,0.60568752,0.28186245,0.53244904,0.55397716,0.29107049,-0.19823055,-0.73239316,-0.29413297,0.14257086,-0.12740735,0.17054587,-0.2174714,-0.51383551,-0.73502114,-0.28155699,-0.56290272,-0.08906838,0.18857899,0.23840678,-0.1711134,-99.78067,43.02889,43.02889
camels_06468170,0.52206125,0.51763532,0.56834664,0.22165212,0.31767208,0.28943941,0.53589209,0.50704793,0.57889903,0.64026969,0.64056474,0.66631763,0.63601847,0.57114344,0.68178832,0.64336649,0.61270284,0.63750324,0.61083204,0.53512618,0.64364687,0.58854798,-98.86289,47.55805,47.55805
camels_06468250,0.35459156,0.17014957,0.47685027,0.46797556,0.45884367,0.14117279,0.23683736,0.31574287,0.29680595,0.33370079,0.32852571,0.40248909,0.36170177,0.35789095,0.36563215,0.44795788,0.46189472,0.33022517,0.33616286,0.33534497,0.35582756,0.33950458,-98.79761,47.39972,47.39972
camels_06470800,0.03978246,0.04851235,0.09875949,0.00357688,0.12575543,0.18706297,0.22838616,0.16847959,0.11344814,0.06920122,0.19347911,0.21003806,0.30611027,0.19044262,0.25290082,0.18396936,0.20781467,0.25365879,0.20991884,0.26751097,0.22906845,0.30114519,-98.07177,46.22524,46.22524
camels_06477500,0.00487563,0.22808773,-0.13710325,-0.66034356,0.26785935,0.26429957,0.22095714,0.23446136,0.27612005,-0.02546313,0.24159064,0.12004154,0.28534716,0.18258246,0.09953956,0.09206369,0.05164795,0.15398778,0.17500534,0.14389799,0.08751722,0.1169813,-98.24567,43.7764,43.7764
camels_06479215,0.60054494,0.6819834,0.58737973,0.42226187,0.49633309,0.65199104,0.64586964,0.63708246,0.67420326,0.6543139,0.59489236,0.52057957,0.56684009,0.52271277,0.54399867,0.5153239,0.53256627,0.53917499,0.5552131,0.55102557,0.55189184,0.55319045,-97.18619,45.1808,45.1808
camels_06479438,0.10149933,-1.02648297,-0.5337637,-0.81205749,-0.19159657,0.23374308,0.31231755,0.54897142,0.41538562,0.511918,0.55786832,0.57990069,0.55413811,0.51273775,0.56303125,0.58045381,0.59463595,0.56683451,0.59609625,0.60076254,0.58449615,0.53930449,-97.16508,45.00608,45.00608
camels_06601000,-0.41782663,-0.55627526,-0.0274215,-0.07853881,0.21716511,-0.023931,-0.0677106,-0.04085404,0.03935312,0.48409996,0.45448024,0.39893862,0.30100011,0.15754306,0.13292783,0.10590755,0.15421196,0.0260804,0.02109412,0.0718722,0.099923,0.0570869,-96.48768,42.32158,42.32158
camels_06614800,0.38071428,0.17544064,0.1758864,0.16519057,0.16450707,0.16686428,0.19007074,0.20281403,0.23418676,0.29153337,0.60506118,0.77940747,0.79441869,0.62674168,0.61426487,0.54360338,0.36065325,0.35478831,0.45664021,0.33755027,0.48926764,0.53149419,-105.86501,40.49609,40.49609
camels_06622700,0.47305524,0.59800572,0.7749193,-0.0096149,0.44327654,0.33036134,0.07589969,0.06486693,0.00663989,0.05345625,0.07091883,0.26178321,0.58942612,0.61917463,0.57842674,0.66110818,0.56461391,0.38237694,0.35504088,0.49907778,0.45560849,0.51192742,-106.52058,41.37024,41.37024
camels_06623800,0.59225125,0.86608555,0.80630237,0.70055991,0.78891592,0.70885623,0.69302773,0.79399795,0.49316848,0.61975339,0.66989211,0.53596396,0.53558664,0.64480889,0.55443801,0.54546335,0.54983521,0.5488799,0.51696504,0.54978589,0.57902438,0.56216258,-106.82477,41.02358,41.02358
camels_06632400,-0.08056422,-0.08909298,-0.06688833,-0.01951817,0.17168954,-0.12753425,-0.11562166,-0.04801422,0.37934216,0.4038651,0.00939341,0.08803388,0.07057232,0.17311685,0.11213907,0.27551379,0.04986417,0.07764252,0.01670371,0.10051769,0.09510211,0.10679762,-106.22279,41.58525,41.58525
camels_06746095,0.37131303,0.01330645,0.0732117,0.13133677,0.3404168,0.29068886,0.29603431,0.34315898,0.27791096,0.25374162,0.19378711,0.26762503,0.14881362,0.0749513,0.11304912,0.16264235,0.17869576,0.2019493,0.21041034,0.14844667,0.12783823,0.15644308,-105.88279,40.53998,40.53998
camels_06784000,0.14506616,0.33779485,0.433271,0.48639602,0.43821478,0.36820875,0.35832695,0.44531304,0.4244389,0.56209602,0.52390028,0.46818759,0.39392043,0.25009637,0.35170016,0.23363284,0.25032244,0.18786682,0.1384569,0.16647024,-0.02082884,0.13989347,-98.74053,41.03244,41.03244
camels_06803510,0.49863393,0.49199639,0.44885274,0.46508905,0.46813834,0.48043732,0.48460316,0.50284015,0.48645462,0.47009358,0.48260785,0.4776397,0.47385984,0.48112599,0.44205964,0.46340753,0.45252988,0.4533328,0.47711024,0.44905941,0.4696621,0.48248553,-96.68155,40.89311,40.89311
camels_06803530,0.62167831,0.61806705,0.61747784,0.58842761,0.55720673,0.57221054,0.5350528,0.52867113,0.52008675,0.52800787,0.54161869,0.56444869,0.58581285,0.55671128,0.53210763,0.49770551,0.48544652,0.45872397,0.49769951,0.52607005,0.56417312,0.5264865,-96.54428,41.0157,41.0157
camels_06814000,0.62045999,0.65357019,0.5454051,0.64490201,0.69518319,0.64665167,0.61610998,0.6417719,0.65127571,0.66936911,0.68346275,0.68060386,0.65833403,0.63411684,0.66715966,0.65871294,0.67057473,0.67432159,0.66804322,0.66832296,0.6778224,0.67182336,-96.10862,39.94778,39.94778
camels_06847900,-4.66847809,-4.60763435,-4.47289911,-4.07904076,-3.18019353,-2.68492109,-2.22880711,-3.21035421,-3.598671,-3.5711627,-4.76306824,-4.63850869,-4.63614879,-6.68765158,-5.69201117,-6.30950725,-5.96874095,-5.27192671,-6.24849456,-5.84082172,-5.88420945,-6.67726424,-100.10078,39.76985,39.76985
camels_06853800,-0.56270738,-0.83891263,-0.9309085,-1.32279883,-1.53532692,-1.71534487,-1.26622376,-0.67452658,-0.32529387,-0.15469348,0.4572805,0.46613521,0.31246986,0.2386208,0.33679124,0.35296252,0.27599159,0.26712842,0.37183086,0.22484658,0.21087169,0.13886003,-98.25043,39.89925,39.89925
camels_06876700,0.41131097,0.40897217,0.35336174,0.43422927,0.35570925,0.39931828,0.37310983,0.37097134,0.31871742,0.34415882,0.33960169,0.39602491,0.37973595,0.40132044,0.3565656,0.36940984,0.39384274,0.373359,0.39623123,0.3858417,0.38262617,0.40798658,-97.83696,39.13907,39.13907
camels_06878000,0.50705762,0.36923112,0.35687801,0.36138398,0.40951394,0.38995483,0.41271016,0.28331794,0.34313457,0.35554383,0.45257688,0.50135825,0.55760668,0.55434091,0.56079414,0.59561211,0.56383167,0.57516331,0.51503168,0.54062635,0.49326243,0.48665621,-97.04029,39.03111,39.03111
camels_06879650,0.27867987,0.31026552,0.34374978,0.34504932,0.35620367,0.40405442,0.34203149,0.34626566,0.3577565,0.34217661,0.26040192,0.30519246,0.29571862,0.33805853,0.34521205,0.28808671,0.31916309,0.33580608,0.3358842,0.32999326,0.36529992,0.36170566,-96.59521,39.10195,39.10195
camels_06885500,0.67519544,0.67073835,0.72090192,0.74492722,0.7296455,0.73347385,0.69235024,0.70182998,0.72560602,0.69667683,0.63321168,0.66658804,0.63044566,0.63102111,0.64874556,0.69100534,0.68797273,0.69844514,0.71281721,0.67620421,0.66903291,0.67291182,-96.44289,39.68192,39.68192
camels_06888500,0.60396169,0.62024577,0.67050871,0.66824549,0.67222961,0.66098156,0.64287576,0.64957333,0.66417902,0.63849311,0.64864035,0.63470799,0.65147572,0.6549838,0.6419843,0.65002865,0.63780988,0.61778714,0.63797295,0.65262552,0.61063474,0.62143926,-96.15025,39.06265,39.06265
camels_06889200,0.60999399,0.66895812,0.67809019,0.67668791,0.69009372,0.67769879,0.66789855,0.65356868,0.67442538,0.682659,0.6858516,0.68914408,0.68757245,0.68736019,0.68891506,0.69978321,0.68124203,0.68534986,0.64833999,0.66824935,0.65166487,0.65756933,-95.8886,39.23833,39.23833
camels_06889500,0.80853715,0.77921565,0.79407184,0.77315032,0.79074924,0.72017527,0.72767694,0.71563463,0.7350049,0.71900258,0.7379989,0.7378918,0.76656092,0.74715594,0.74002238,0.73733901,0.73864028,0.72743883,0.6899763,0.70167441,0.71721596,0.73042465,-95.72495,39.09938,39.09938
camels_06892000,0.42755809,0.44360837,0.38104852,0.31094744,0.39738299,0.38167413,0.35984591,0.42870125,0.40593617,0.46018952,0.520634,0.47718207,0.53832657,0.54779447,0.54199955,0.52863647,0.51072331,0.54150701,0.51990524,0.55468591,0.55790713,0.56533462,-95.01088,39.11633,39.11633
camels_06903400,0.60356445,0.61322806,0.58935568,0.57169116,0.56366769,0.5732749,0.57431106,0.5828994,0.59125328,0.53786848,0.5462898,0.52412456,0.49518036,0.51969013,0.52622609,0.53913499,0.52738556,0.54184835,0.54680333,0.53001935,0.53270026,0.53098588,-93.25985,40.95189,40.95189
camels_06906800,-1.02713615,-0.8534507,-1.07722361,-0.70384125,-0.52948674,-0.42023139,-0.29709326,0.41062627,0.39236703,0.36096494,0.22692853,0.27129403,0.31037251,0.31553753,0.3472108,0.34450948,0.34020556,0.32633605,0.33950178,0.32968333,0.30034232,0.32312211,-92.97883,38.70225,38.70225
camels_06910800,0.5535353,0.55996123,0.65946744,0.66445797,0.62701669,0.5849159,0.61658412,0.60233758,0.56952461,0.60119959,0.59979963,0.60231269,0.61130381,0.61870526,0.61201563,0.60431757,0.61221904,0.59857168,0.60801615,0.56667274,0.61505596,0.57360459,-95.96163,38.56701,38.56701
camels_06911900,0.54642185,0.66391176,0.65489246,0.64947439,0.50507638,0.522385,0.58456038,0.55878654,0.55759453,0.61371859,0.62582791,0.5924487,0.59502786,0.603336,0.6041342,0.60094901,0.60669695,0.59847179,0.60038515,0.59663641,0.5498592,0.56156078,-95.83603,38.71069,38.71069
camels_06917000,0.38423795,0.42161536,0.38945567,0.46324244,0.36269242,0.4384713,0.464243,0.47979359,0.51596484,0.52454993,0.45554015,0.53836419,0.5426056,0.52644448,0.49865369,0.49029482,0.54677243,0.5525514,0.50171353,0.52398334,0.53866458,0.5579173,-94.71367,38.01897,38.01897
camels_06918460,0.74748793,0.77688836,0.76748775,0.72414543,0.75059018,0.76431608,0.76677623,-1.44357184,0.72718205,0.67602211,0.73491245,0.63349311,0.69047975,0.68166209,0.70909773,0.69436827,0.59917004,0.54654757,0.58778476,0.58181071,0.56364371,0.57487531,-93.80203,37.40237,37.40237
camels_06919500,0.63572895,0.55356291,0.23226622,-0.09330688,-3.19421123,0.53323845,0.43515034,0.21681785,0.47567754,0.49635996,0.34893683,0.4182962,0.45162396,0.44170014,0.45238712,0.43941425,0.44318196,0.51208818,0.51832584,0.49088847,0.50760646,0.52734281,-93.87549,37.8342,37.8342
camels_06921070,0.72653546,0.72645387,0.63011506,0.739758,0.6970271,0.62443962,0.64855979,0.62026465,0.5791491,0.67905952,0.66333567,0.65049117,0.6664798,0.67595196,0.65998249,0.67474902,0.67265457,0.68396166,0.69591717,0.67818789,0.69105688,0.68226943,-93.37033,37.68265,37.68265
camels_06921200,0.60200436,0.61946812,0.62233192,0.61802429,0.60899778,0.63231684,0.61332377,0.61475849,0.62191465,0.59689896,0.60566035,0.62476651,0.60684512,0.60025233,0.60641081,0.61677554,0.61083053,0.62089837,0.63627767,0.63663828,0.62119252,0.62550442,-93.26618,37.75047,37.75047
camels_06934000,0.54003697,0.43986038,0.45017131,0.49643237,0.46447061,0.55157848,0.55616368,0.55938358,0.54208757,0.54629843,0.56646078,0.54649261,0.43356794,0.57982092,0.5808016,0.57987243,0.59574267,0.60219064,0.57890342,0.5980448,0.56025404,0.58275094,-91.81989,38.38881,38.38881
camels_07014500,0.54359616,0.62811193,0.59261153,0.5640906,0.54289152,0.55505213,0.56905737,0.52784658,0.53224182,0.59021053,0.58946511,0.51059387,0.61057771,0.5895687,0.63759225,0.64833369,0.61324414,0.51427041,0.31055357,0.29601788,0.3424855,0.27341734,-91.10846,38.15853,38.15853
camels_07056000,0.37038462,0.39470009,0.26968858,0.38692303,0.18167722,0.25097128,-0.26767614,0.22905283,0.3572164,0.3987137,0.45636035,0.41487342,0.44664485,0.45592913,0.45201021,0.47045647,0.45491191,0.43775747,0.44973777,0.45223455,0.46682429,0.46653549,-92.74755,35.98318,35.98318
camels_07057500,0.79263966,0.79373998,0.76520168,0.75692214,0.74694066,0.77867933,0.74456657,0.71857522,0.74844503,0.73168708,0.73848655,0.74642501,0.74561372,0.72727411,0.72091333,0.72785687,0.7320668,0.74685763,0.74176641,0.74844881,0.75267847,0.7318124,-92.24813,36.62303,36.62303
camels_07060710,0.43269708,0.43064435,0.40857764,0.42749953,0.12913417,0.31106817,0.30306604,0.3329213,0.20762719,-0.44488571,-0.35775315,0.276447,0.3796848,0.49406051,0.49682212,0.5242398,0.4898446,0.51849998,0.50309973,0.50931648,0.50498812,0.4937079,-92.21265,35.99535,35.99535
camels_07066000,0.64418498,0.67191979,0.68571887,0.70651644,0.70328345,0.71632871,0.71934628,0.69201956,0.71237547,0.73099874,0.72976441,0.75932695,0.74729899,0.7299917,0.72619384,0.74482577,0.74502401,0.737525,0.7599252,0.73110543,0.78253005,0.76932067,-91.35816,37.15408,37.15408
camels_07067000,0.7853067,0.84565088,0.87666559,0.89142235,0.86293979,0.8670461,0.87128242,0.85520313,0.82024775,0.87909742,0.88015943,0.88446535,0.87549479,0.88192061,0.89065236,0.87037305,0.86450077,0.88107906,0.88716984,0.88601537,0.88267939,0.88350231,-91.01351,36.99138,36.99138
camels_07068000,0.76413799,0.7368965,0.79846068,0.81972962,0.77191716,0.76621196,0.75798104,0.75248955,0.7911902,0.78730786,0.80010739,0.76751709,0.78463858,0.78265569,0.78776771,0.79656695,0.79256715,0.78031874,0.80097899,0.79628559,0.80568358,0.79714076,-90.84762,36.622,36.622
camels_07071500,0.5525283,0.63252045,0.66350454,0.59918271,0.61704478,0.48508618,0.55998797,0.31713342,0.4596094,0.55692513,0.59841501,0.65908779,0.59299234,0.62497349,0.52437432,0.5650193,0.53075072,0.53228841,0.53630886,0.50823981,0.52180177,0.51648789,-91.20082,36.64868,36.64868
camels_07083000,-0.6983931,-0.62143876,-0.82323651,0.35964301,-0.0182484,-0.47697448,-0.58851851,-0.64125733,-0.50433393,-0.76477569,-0.93673918,-1.28395387,-1.19964036,-0.90183347,-1.13995538,-1.02120762,-0.71181592,-0.47885651,-0.56199391,-0.43011712,-0.35697966,-0.18800495,-106.38919,39.17221,39.17221
camels_07142300,-2.62725495,-2.20958602,-2.48548434,-1.12007813,-1.96914802,-0.96038621,-1.5289607,-1.64441428,-2.03230041,-2.26206563,-2.86153309,-2.12993244,-1.48295676,-1.7279132,-2.22119408,-2.1946112,-2.75084357,-2.98035828,-2.78641002,-3.32057142,-4.08938469,-2.86947377,-98.87614,37.87159,37.87159
camels_07145700,0.12652808,0.1790691,0.10383455,0.11832862,0.12786063,0.10670201,0.25820902,0.2417441,0.2736745,0.25265605,0.22608584,0.2844684,0.24998133,0.2232959,0.29559839,0.26046563,0.25124967,0.24648114,0.22699548,0.29693869,0.27349297,0.21509742,-97.4039,37.24955,37.24955
camels_07148400,0.54984408,0.51859337,0.53067601,0.49482867,0.56473218,0.61308865,0.63743723,0.58577303,0.51771791,0.57070544,0.60100286,0.53376809,0.6669455,0.48286866,0.54178728,0.5942241,0.47047896,0.46759805,0.59755131,0.60196579,0.53791744,0.52962333,-98.64814,36.81503,36.81503
camels_07149000,0.44165746,0.47843645,0.41982745,0.32851941,0.42007579,0.3588442,0.4105201,0.38086214,0.34249456,0.33999354,0.33143693,0.38628796,0.32946094,0.34724148,0.28914998,0.31944486,0.34241395,0.32349059,0.32521949,0.31584873,0.38722926,0.40840205,-98.47021,37.0392,37.0392
camels_07151500,0.46896645,-0.19971528,-0.10382472,-0.09561574,0.41595249,0.49584335,0.52066852,0.54672491,0.38899708,0.38451221,0.39038793,0.47169137,0.53633864,0.51126906,0.53900154,0.51767341,0.55193209,0.50463564,0.53764644,0.49724877,0.54118671,0.51015771,-97.60144,37.12891,37.12891
camels_07167500,0.3093581,0.33304956,0.36096469,0.36247192,0.37284642,0.41098138,0.364401,0.33679371,0.30622738,0.26213549,0.26651689,0.3987686,0.35814389,0.36007041,0.37878559,0.43931124,0.42440319,0.44219408,0.36879967,0.41253856,0.41378585,0.39297321,-96.2236,37.70821,37.70821
camels_07180500,0.47972559,0.48635497,0.50358959,0.50674035,0.52925347,0.56648948,0.53796451,0.54549294,0.55048309,0.52393097,0.50720203,0.50100278,0.4648627,0.45421896,0.45676185,0.38968156,0.42244989,0.43694474,0.37332673,0.35339051,0.39245286,0.41668002,-96.82458,38.19645,38.19645
camels_07184000,-0.18402807,0.33635286,0.28053863,0.27609827,0.29671569,0.29685506,0.37334153,0.42027082,0.42817002,0.4294703,0.4083587,0.43907434,0.4098102,0.43068465,0.40259388,0.44737287,0.44904764,0.46219483,0.45214687,0.43169127,0.38797188,0.44503144,-95.03267,37.28125,37.28125
camels_07195800,0.52198458,0.4679602,0.46444677,0.35741132,0.294877,-0.44509363,0.31495011,0.53772457,0.54195824,0.4746738,0.5680596,0.53079961,0.4857968,0.51070279,0.50501755,0.5005123,0.44008467,0.4855284,0.48359719,0.45798876,0.47631878,0.47070179,-94.43394,36.25548,36.25548
camels_07196900,0.56632737,0.56948107,0.57229792,0.47029569,0.52523458,0.53137819,0.49703851,0.47590451,0.53510183,0.49318585,0.49195869,0.48490524,0.47546436,0.47310354,0.45338262,0.46193446,0.45598975,0.42583288,0.42502125,0.43646492,0.42611942,0.41126671,-94.48661,35.88008,35.88008
camels_07197000,0.59063504,0.59298015,0.61341516,0.58605233,0.57192758,0.56811239,0.61032425,0.6494704,0.6886822,0.6348824,0.64446518,0.58434529,0.62503679,0.67100019,0.67813104,0.6714511,0.65844346,0.65794751,0.63728076,0.67797825,0.67638365,0.64154636,-94.83856,35.9212,35.9212
camels_07208500,-0.75073969,-4.1685098,-6.12427633,-7.01960553,-13.37905006,-4.99292013,-2.83051008,-2.68879188,-3.91181264,-2.30501247,-1.1314465,-4.14917901,-1.42116642,-2.33646982,-2.58312777,-2.55052964,-2.3002844,-1.68647195,-0.74682846,-0.27736548,0.05653107,-0.21990994,-104.97,36.37226,36.37226
camels_07226500,-4.48522436,-3.15290405,-4.60060904,-3.58192835,-4.52380023,-4.53641635,-6.30626876,-10.43061044,-2.41091606,-2.74626189,-2.26102746,-3.08477568,-3.07680655,-3.59234897,-3.23032941,-3.92895713,-3.79307794,-3.10515368,-4.03300042,-3.59204619,-2.51799335,-2.70359358,-103.52579,35.43838,35.43838
camels_07261000,0.53430814,0.40744837,0.40510673,0.48820748,0.38960752,0.43180489,0.41683514,0.42196027,0.40650502,0.4573942,0.45685127,0.5540659,0.59044768,0.6127361,0.68233719,0.62067671,0.64946399,0.65457204,0.60124013,0.6168337,0.62035819,0.61311346,-92.40393,35.2988,35.2988
camels_07263295,0.62790541,0.69025144,0.66798142,0.69388229,0.65748683,0.63404389,0.64940575,0.6641038,0.67237972,0.69018441,0.66872237,0.65174936,0.66351023,0.66753692,0.65892336,0.65102827,0.66549741,0.67308999,0.65928903,0.66738108,0.67184636,0.65595063,-92.77461,34.8762,34.8762
camels_07290650,0.12713476,-0.00058767,-0.11250326,-0.06827554,0.03113633,0.10819149,0.11823359,0.11748191,0.25779982,0.25785193,0.22326802,0.24810138,0.20284301,0.15400701,0.18648317,0.2358649,0.19897019,0.19733775,0.16974297,0.18098923,0.25761612,0.24218335,-90.87694,32.01778,32.01778
